Start_date,End_date,gridload_,Gridload_hydrops,Hydropumpedstorage_,Residualload_,Biomass_,Hydropower_,Wind_offshore_,Wind_onshore_,Photovoltaics_,Other_renewable_,Nuclear_,Lignite_,Hard_coal_,Fossil_gas_,Hydro_pumped_storage_,Other_conventional_
28-Mar-21,29-Mar-21,1162433,1209398,46965,406155,103633,32460,152197,434757,169324,4304,140857,117941,32904,100281,18540,34636
29-Mar-21,30-Mar-21,1437692,1473586,35895,654664,107547,34513,144100,432816,206112,4158,157427,163094,61898,134871,30247,35829
30-Mar-21,31-Mar-21,1432565,1468008,35443,984314,106592,36796,80580,126856,240816,3920,160333,229546,98127,185086,34203,40131
31-Mar-21,1-Apr-21,1396905,1427190,30286,1109509,106441,37958,9321,40884,237192,3788,160326,239417,110300,223370,23200,36878
1-Apr-21,2-Apr-21,1380023,1407553,27530,891810,106716,40564,83154,224965,180095,3770,158688,219897,70926,181503,29534,38581
2-Apr-21,3-Apr-21,1168692,1200820,32128,568570,107846,39471,112136,321075,166911,3957,156239,142033,34237,112261,23104,36463
3-Apr-21,4-Apr-21,1170055,1203193,33137,665998,108677,39703,84291,246699,173067,3776,159690,99146,33744,105773,27715,36003
4-Apr-21,5-Apr-21,1098221,1134311,36091,591898,108851,35984,89447,224408,192469,3647,159765,95780,38691,98258,29649,34107
5-Apr-21,6-Apr-21,1207270,1265869,58600,302586,105637,31545,100374,696283,108027,3202,141025,87848,34717,87308,14821,34617
6-Apr-21,7-Apr-21,1505636,1539579,33943,692521,107242,36749,136151,545771,131194,3548,158050,148501,67464,154799,42854,36183
7-Apr-21,8-Apr-21,1573795,1607822,34027,770341,108276,37691,107732,599038,96684,3606,159313,213108,97935,165174,26784,33295
8-Apr-21,9-Apr-21,1525699,1560259,34561,826389,109587,36005,100740,458949,139620,3514,158956,227787,118901,194151,35508,35380
9-Apr-21,10-Apr-21,1489991,1530702,40711,808918,109489,33591,64691,423071,193312,3764,159158,206443,119973,176832,26894,36592
10-Apr-21,11-Apr-21,1241147,1258647,17500,956066,109008,35646,19594,145365,120124,3917,159695,249061,93489,218097,19031,37855
11-Apr-21,12-Apr-21,1198038,1242656,44619,622505,107423,34140,98060,332269,145205,3677,155447,201920,83789,114976,12794,37193
12-Apr-21,13-Apr-21,1473451,1494486,21034,1055566,107166,38283,70265,229104,118517,3825,155297,311592,166826,256001,25005,38526
13-Apr-21,14-Apr-21,1520345,1550574,30229,984754,106094,36341,87768,267724,180099,3773,155574,284718,174843,245838,15836,36641
14-Apr-21,15-Apr-21,1501955,1522143,20188,1150777,107065,36890,31259,142235,177685,3761,156425,309032,199103,274332,23406,35690
15-Apr-21,16-Apr-21,1507183,1529982,22800,1141469,107342,34887,16572,169414,179727,4154,161426,309868,192022,289260,15805,36641
16-Apr-21,17-Apr-21,1489851,1511198,21347,1112485,108296,33108,34837,185972,156558,3907,187000,310263,166066,268939,18395,35502
17-Apr-21,18-Apr-21,1264672,1284879,20207,953197,108256,31593,39199,130569,141707,3906,187586,286183,130132,213322,15021,35579
18-Apr-21,19-Apr-21,1155375,1180326,24951,962632,107194,30126,15184,63576,113984,3898,188544,300312,125902,223130,11175,35658
19-Apr-21,20-Apr-21,1438539,1455298,16759,1219271,106389,30772,20700,54726,143843,3536,190952,325289,179238,265020,25196,34977
20-Apr-21,21-Apr-21,1451073,1481247,30174,1171579,105320,31742,7539,54860,217096,3496,187597,317277,189626,263989,17760,36661
21-Apr-21,22-Apr-21,1452209,1470543,18334,922257,103939,30083,73285,229111,227556,3702,186378,282605,139003,179421,16488,36673
22-Apr-21,23-Apr-21,1467430,1498089,30659,743540,104472,31487,83980,412837,227074,3843,183051,192318,120636,145367,19097,35998
23-Apr-21,24-Apr-21,1413253,1438972,25719,853839,107088,31467,50645,243937,264832,3967,184864,199326,119372,167166,23466,36095
24-Apr-21,25-Apr-21,1201547,1233704,32157,724914,107096,29601,50290,167100,259244,3913,185425,183995,56406,127698,18066,34514
25-Apr-21,26-Apr-21,1116215,1154682,38467,657734,107260,29214,34140,167854,256487,3812,187202,156667,47084,112573,10176,32994
26-Apr-21,27-Apr-21,1379497,1407236,27739,973900,107707,29781,5528,121609,278460,4004,186203,267233,108447,185872,22527,34499
27-Apr-21,28-Apr-21,1408014,1433061,25047,850737,106065,32286,35497,227376,294405,3955,187749,272390,123054,180627,22570,35269
28-Apr-21,29-Apr-21,1409776,1434768,24992,911646,105977,34177,37842,199602,260687,3778,185288,279353,138502,177899,21297,35119
29-Apr-21,30-Apr-21,1438905,1466094,27189,919258,106166,36552,71459,315506,132683,3745,181206,293754,128258,179370,18633,36818
30-Apr-21,1-May-21,1407775,1429109,21334,1151232,107503,39032,13511,108985,134047,4020,181753,312829,154375,222226,28220,37487
1-May-21,2-May-21,1114381,1135923,21542,901076,107675,42408,12349,59685,141271,4072,160978,227183,79100,128054,16565,38176
2-May-21,3-May-21,1125033,1163926,38892,684781,106470,44380,66507,246892,126853,4088,158538,181339,63384,113529,7589,37542
3-May-21,4-May-21,1416963,1434513,17550,868677,106279,44658,39662,299377,209248,3932,155089,191061,119993,149129,20830,38126
4-May-21,5-May-21,1513363,1551535,38173,450245,103520,42131,84604,844250,134264,3307,151407,103254,69775,103213,18421,35288
5-May-21,6-May-21,1513996,1541199,27202,534818,101133,43510,79359,724241,175578,3837,151184,143847,69139,105190,20765,36781
6-May-21,7-May-21,1490851,1510030,19179,990251,107492,45884,46305,309795,144501,4025,152835,213864,149016,191767,23319,37470
7-May-21,8-May-21,1426120,1445726,19606,898929,110635,46274,53598,294532,179062,4112,157575,231038,124221,165870,21025,37586
8-May-21,9-May-21,1216791,1241841,25050,680096,110874,43703,50967,242181,243548,3998,158455,146013,51672,107528,19894,37520
9-May-21,10-May-21,1125277,1174258,48981,365176,106860,37935,74189,406943,278970,3268,145919,92599,33674,71491,6518,35173
10-May-21,11-May-21,1386835,1410939,24104,796436,106923,43538,61244,322309,206846,3111,154290,172748,81614,118991,21260,35775
11-May-21,12-May-21,1398986,1417257,18271,1109286,108196,53078,19245,133218,137237,3384,158404,275715,127217,153406,20620,37326
12-May-21,13-May-21,1392349,1410102,17752,1129401,109051,58168,13992,147324,101633,3655,159891,268067,112218,155117,18533,38212
13-May-21,14-May-21,1128842,1155135,26293,878309,110469,58020,7413,111367,131752,3894,158493,168772,53596,96164,19373,38692
14-May-21,15-May-21,1218696,1240007,21311,902118,110658,55656,15172,122208,179198,3926,159986,172462,64319,108898,19863,39067
15-May-21,16-May-21,1153819,1173493,19674,805018,109106,53305,14429,154197,180175,3576,159674,158960,45956,96921,16764,38499
16-May-21,17-May-21,1092926,1137277,44351,701151,105832,48311,5662,188607,197507,3411,157202,124938,66982,81479,10515,36664
17-May-21,18-May-21,1361750,1380701,18951,971071,105490,52902,2308,202041,186331,3572,169748,199592,73884,125018,23766,38955
18-May-21,19-May-21,1402838,1422972,20134,1051931,105770,55334,8074,164082,178751,3829,191430,231010,96448,126273,23216,37271
19-May-21,20-May-21,1394523,1415761,21238,1073799,105927,54644,8256,107450,205017,3923,190550,232985,111119,142647,18634,38613
20-May-21,21-May-21,1396595,1416456,19861,1022354,108415,53829,24511,137153,212578,3651,189805,214289,101113,138252,22827,37265
21-May-21,22-May-21,1411662,1441709,30047,590956,110625,48449,108125,539444,173137,3182,179951,89018,51011,89592,18886,35162
22-May-21,23-May-21,1228108,1268689,40581,319009,109935,43676,106380,607029,195691,3282,177485,81743,36108,62415,16404,34255
23-May-21,24-May-21,1081856,1123688,41832,460097,110201,49029,80415,336212,205132,3289,180667,91337,48124,61740,17705,32795
24-May-21,25-May-21,1095516,1129130,33614,470247,110300,49950,66014,359875,199381,3189,184604,106122,48699,68381,17589,30666
25-May-21,26-May-21,1380219,1400992,20773,705380,109813,58308,30555,465361,178923,3148,191104,193409,62302,93085,23862,31689
26-May-21,27-May-21,1438675,1459724,21048,763383,110230,55739,80659,452385,142248,3056,182423,226710,82777,108097,22052,31163
27-May-21,28-May-21,1424638,1448944,24306,833388,110673,56267,73509,374270,143471,3103,188151,270887,104980,135945,19453,32981
28-May-21,29-May-21,1356269,1372624,16355,993175,111403,57203,22570,126120,214405,3216,189571,286746,110387,160018,16791,32764
29-May-21,30-May-21,1165516,1188734,23217,793654,109576,53039,17570,111310,242982,3145,190096,222815,50508,104012,15614,32387
30-May-21,31-May-21,1067348,1112158,44810,641107,104949,47637,5554,117846,302842,3033,182286,143447,46172,90981,9300,32875
31-May-21,1-Jun-21,1314611,1337896,23286,908167,104441,50982,8690,84543,313211,3075,189356,244697,58113,135979,23973,34599
1-Jun-21,2-Jun-21,1351650,1375145,23495,924276,103559,51612,20188,107934,299253,3111,189035,247048,59955,138556,25764,34491
2-Jun-21,3-Jun-21,1368889,1397166,28277,814974,102439,52601,80334,179557,294025,2970,185202,228615,60076,110866,19528,34961
3-Jun-21,4-Jun-21,1235371,1262756,27385,724117,101996,55442,54217,207675,249361,2928,180640,224518,65812,105183,22189,35089
4-Jun-21,5-Jun-21,1277760,1294724,16964,973253,96715,58788,15718,75840,212948,2855,184577,250480,77317,148080,27794,35278
5-Jun-21,6-Jun-21,1146526,1166325,19799,851730,101015,61744,17890,90064,186842,2957,185526,250226,48105,104546,19673,35068
6-Jun-21,7-Jun-21,1074336,1108234,33898,828705,101965,56993,35288,84421,125922,2954,178623,234181,54347,89980,9300,35185
7-Jun-21,8-Jun-21,1345391,1358633,13242,1087488,101952,61408,8535,61176,188193,2870,181148,288633,102409,196757,25440,35513
8-Jun-21,9-Jun-21,1380256,1400023,19768,1098122,100433,62885,2069,52837,227228,2836,184537,297243,127033,218236,23297,34080
9-Jun-21,10-Jun-21,1387233,1407468,20236,1102641,99379,61738,2515,30177,251900,2876,184524,294030,126659,206983,22182,33882
10-Jun-21,11-Jun-21,1387111,1408937,21827,1077158,99712,58993,7281,37125,265547,2814,184586,290124,122668,207813,20706,34049
11-Jun-21,12-Jun-21,1374827,1391969,17143,992099,101734,62113,41502,61899,279326,2909,166497,270577,117679,173657,24377,35743
12-Jun-21,13-Jun-21,1201338,1235743,34405,549225,102457,58603,75556,368239,208318,2894,150246,153984,47128,85761,19881,35950
13-Jun-21,14-Jun-21,1094879,1143678,48799,524089,102514,58194,58320,228546,283924,2899,145753,128885,40753,70361,17648,35645
14-Jun-21,15-Jun-21,1347086,1366687,19601,891577,102793,62235,55103,80913,319493,2822,151385,245950,94302,123822,27007,36110
15-Jun-21,16-Jun-21,1399064,1423235,24171,1060380,103332,62285,8919,50414,279351,2696,156264,297727,134611,181888,24215,36580
16-Jun-21,17-Jun-21,1411813,1435924,24111,1014345,100264,61808,16134,85138,296196,2734,155130,289264,157887,209430,22501,35815
17-Jun-21,18-Jun-21,1463893,1498150,34257,918480,91093,59484,49704,196351,299358,2589,151602,280632,137059,179148,23331,35893
18-Jun-21,19-Jun-21,1443995,1472051,28056,993322,90915,58711,53256,112837,284580,2592,153618,296461,146303,185166,26125,35860
19-Jun-21,20-Jun-21,1238650,1264288,25638,792141,92199,57002,41806,129225,275480,2516,152146,269558,76786,120189,22254,35636
20-Jun-21,21-Jun-21,1138655,1182726,44072,629525,93384,56158,62014,234590,212525,2644,152508,210594,52032,84662,20391,35338
21-Jun-21,22-Jun-21,1415590,1440149,24559,880644,95023,58019,68979,230478,235489,2508,155949,315926,94314,144814,17363,35177
22-Jun-21,23-Jun-21,1423317,1442355,19039,1070815,96064,60089,63930,117753,170819,2428,158391,321049,135242,198566,21215,35265
23-Jun-21,24-Jun-21,1381170,1406792,25621,1124427,95971,60872,17258,48883,190603,2574,158545,322748,177289,208879,22535,33926
24-Jun-21,25-Jun-21,1373440,1393138,19699,1173410,95752,63836,2620,36566,160845,2882,158739,312428,163022,226289,27581,34145
25-Jun-21,26-Jun-21,1351937,1375192,23255,1120844,97269,57899,9443,29435,192216,3076,158827,316821,148154,204037,17276,32108
26-Jun-21,27-Jun-21,1154939,1174624,19685,872123,96866,58275,3068,20578,259170,2963,157449,274954,91412,116454,15452,32664
27-Jun-21,28-Jun-21,1076229,1117995,41767,727579,95767,58997,6806,69393,272451,2798,156659,232839,59995,87018,14798,33017
28-Jun-21,29-Jun-21,1406498,1422046,15548,1047924,95117,63249,37626,66739,254210,2860,154914,300490,152076,179341,23050,33020
29-Jun-21,30-Jun-21,1422281,1443817,21535,1059516,94805,63160,90585,92364,179817,3092,155582,307851,147194,202461,27315,33886
30-Jun-21,1-Jul-21,1411923,1433515,21592,1070042,96446,62245,43787,162671,135424,2928,156605,301993,145966,188799,19527,33521
1-Jul-21,2-Jul-21,1441583,1461027,19444,1062975,100717,61215,35594,243180,99835,2966,158850,293255,128461,182660,16748,33409
2-Jul-21,3-Jul-21,1371326,1388940,17614,1039474,100801,56895,16882,113929,201041,3027,158844,293137,127772,197252,15540,32376
3-Jul-21,4-Jul-21,1159087,1176813,17726,845334,99657,54047,4509,41135,268110,3001,157273,283032,104557,112753,12366,34371
4-Jul-21,5-Jul-21,1080497,1113094,32597,819195,99523,52501,4604,52706,203992,2996,157264,277326,99570,104231,9601,35361
5-Jul-21,6-Jul-21,1365433,1382160,16727,1064601,100747,57556,16003,112320,172509,2900,158475,280414,155646,163076,25991,36346
6-Jul-21,7-Jul-21,1431569,1464500,32931,815211,99347,55759,91063,321037,204259,2794,154419,256724,111162,102052,9193,36621
7-Jul-21,8-Jul-21,1408187,1422309,14122,1057382,99895,55669,68971,111389,170445,2902,155463,273744,166373,154701,19613,30836
8-Jul-21,9-Jul-21,1392497,1406858,14362,1202022,100189,61515,12943,49983,127549,2963,157690,279495,194479,189721,32381,29319
9-Jul-21,10-Jul-21,1381353,1404313,22959,1082278,100489,54897,11621,163276,124179,2963,165256,276521,154081,173137,17792,29009
10-Jul-21,11-Jul-21,1173197,1198202,25004,799685,100581,52759,18212,111303,243998,3013,187620,270133,100386,86269,14648,29346
11-Jul-21,12-Jul-21,1081728,1109460,27733,799428,99252,54140,13718,80386,188196,2968,189603,269454,85281,86474,12828,29259
12-Jul-21,13-Jul-21,1386095,1397650,11555,1031218,99519,56846,36141,77696,241042,2914,188029,274269,151971,148149,17405,29033
13-Jul-21,14-Jul-21,1423591,1435854,12263,1167803,99067,57641,13680,91734,150376,2700,188649,275954,179593,171842,17527,29413
14-Jul-21,15-Jul-21,1419682,1439838,20157,1096066,98779,55978,44274,152030,127312,2763,188866,263770,162266,159576,27430,36206
15-Jul-21,16-Jul-21,1387298,1404870,17572,1021015,99053,57472,110025,74879,181379,2799,189715,195507,165258,176482,14748,35086
16-Jul-21,17-Jul-21,1372835,1384218,11383,982951,98966,57710,73850,111409,204625,2800,189149,224020,137928,139695,17816,34737
17-Jul-21,18-Jul-21,1178768,1201816,23048,701592,98083,58063,48994,252628,175555,2769,183637,178888,40377,68410,22623,33792
18-Jul-21,19-Jul-21,1097439,1143197,45759,564041,97946,38955,49533,218000,265865,2560,179484,134375,36386,62754,14266,32884
19-Jul-21,20-Jul-21,1353979,1370243,16265,966318,99040,43744,40759,127240,219662,2619,188296,216422,113156,123478,19734,33723
20-Jul-21,21-Jul-21,1385350,1404466,19116,1050374,99459,48665,30302,68967,235708,2739,189858,215925,146806,148874,19981,34659
21-Jul-21,22-Jul-21,1365809,1381831,16022,1061451,99308,56690,19316,55742,229300,2778,189946,221103,151371,156468,18969,35379
22-Jul-21,23-Jul-21,1367535,1377781,10246,1081835,99804,59147,15225,35653,234822,2874,189246,219490,162770,168765,21161,36638
23-Jul-21,24-Jul-21,1346177,1361461,15284,1054484,100242,58699,9356,29444,252894,2837,189268,233112,148813,160946,18770,36888
24-Jul-21,25-Jul-21,1165976,1177510,11534,776652,99195,57192,33657,154924,200743,2783,188530,235564,58257,74231,14546,36465
25-Jul-21,26-Jul-21,1103015,1137041,34026,722856,97969,56679,59036,121351,199773,2752,186036,218607,50064,71530,9328,35694
26-Jul-21,27-Jul-21,1350730,1362702,11972,1059506,98215,58548,5543,78834,206847,2864,188955,278087,132458,139436,20596,35930
27-Jul-21,28-Jul-21,1375269,1386342,11073,1004211,98020,59107,15803,142109,213146,2806,188726,279453,144217,128666,19437,34821
28-Jul-21,29-Jul-21,1367430,1388976,21547,863673,97935,57913,81722,257007,165028,2779,187994,263782,73625,86446,16200,36517
29-Jul-21,30-Jul-21,1384896,1426163,41267,533171,97212,55374,132619,487772,231335,2865,170137,137840,43579,62316,18454,36634
30-Jul-21,31-Jul-21,1335372,1358053,22681,725907,98497,55854,70628,274848,263989,2848,180082,191857,46125,72647,26261,35640
31-Jul-21,1-Aug-21,1179570,1225190,45621,428092,97238,52615,72940,473229,205309,2895,171431,118685,28228,56652,13229,34597
1-Aug-21,2-Aug-21,1056921,1079048,22127,702856,98749,54662,56696,145687,151683,2889,186211,166061,27798,59445,10112,34546
2-Aug-21,3-Aug-21,1301328,1320908,19580,849655,97386,57974,65274,194614,191786,2982,188553,242624,60530,70991,23572,34222
3-Aug-21,4-Aug-21,1324394,1335189,10795,1097461,98285,58242,6676,45938,174320,2969,190559,277800,139354,99789,21506,35138
4-Aug-21,5-Aug-21,1306666,1316898,10233,1103249,98504,61702,3026,36464,163927,3085,190111,281104,142021,120675,23534,35334
5-Aug-21,6-Aug-21,1323727,1340154,16427,1047558,98496,54727,26892,71207,178070,3061,189995,283595,120062,101295,17638,35684
6-Aug-21,7-Aug-21,1305708,1329324,23616,823966,100049,53903,73769,222088,185885,3111,189127,231611,41159,74031,22566,35690
7-Aug-21,8-Aug-21,1125602,1147684,22082,720928,100475,56318,52055,186274,166346,3223,188703,181282,36006,69292,19962,36106
8-Aug-21,9-Aug-21,1079806,1125791,45986,417634,99545,52850,78449,402093,181631,3013,169036,102775,30218,58589,13133,34444
9-Aug-21,10-Aug-21,1277861,1297097,19236,711020,100444,56329,83837,268467,214538,3162,185788,206131,37060,71125,23068,36016
10-Aug-21,11-Aug-21,1304070,1326581,22511,918945,100950,60387,29552,153347,202227,3420,189519,275340,79418,86737,26953,34455
11-Aug-21,12-Aug-21,1309477,1331486,22010,1015820,101102,62064,13236,45609,234813,3380,189188,279799,101554,99682,22962,35092
12-Aug-21,13-Aug-21,1313300,1333232,19932,1015103,101349,61110,15284,36238,246676,3060,188546,279083,101589,117112,18356,34768
13-Aug-21,14-Aug-21,1324947,1344575,19629,888307,100492,62316,70089,138579,227971,2779,187153,275222,104402,80751,20278,33838
14-Aug-21,15-Aug-21,1155227,1182677,27450,609507,99792,58074,107359,182819,255542,2777,181494,216432,26248,63762,21261,34659
15-Aug-21,16-Aug-21,1075381,1106771,31390,671596,99166,53779,59091,119417,225277,2757,184930,217232,25769,69205,12331,34939
16-Aug-21,17-Aug-21,1353360,1375180,21819,630763,98798,53596,99595,492657,130346,2874,186683,235039,34959,75725,17665,34945
17-Aug-21,18-Aug-21,1389314,1420112,30798,542088,99467,50510,101535,599622,146070,3084,169690,199688,36592,73284,18751,34657
18-Aug-21,19-Aug-21,1384062,1402596,18535,737484,100402,55975,130552,399415,116612,3172,183469,243424,49069,84002,17342,35074
19-Aug-21,20-Aug-21,1374688,1397377,22689,946417,100288,60329,70340,246759,111173,3010,188453,262675,141260,101465,19855,34879
20-Aug-21,21-Aug-21,1320081,1337295,17214,1072895,100956,59383,9028,68661,169496,3039,188716,273532,187615,98611,27680,34865
